2024-01-05,9284520
2024-01-06,11212747
2024-01-10,4293668
2024-01-11,10444475
2024-01-13,3818673
2024-01-15,14593731
2024-01-16,11390894
2024-01-17,8701984
2024-01-18,19006780
2024-01-19,16060719
2024-01-20,2266936
2024-01-21,5718802
2024-01-22,29550987
2024-01-23,7855759
2024-01-24,9537866
2024-01-25,14511390
2024-01-27,14762087
2024-01-28,4692558
2024-01-29,14304392
2024-01-30,14512023
2024-01-31,4604615
2024-02-01,20902949
2024-02-04,2377210
2024-02-05,12700295
2024-02-06,19015797
2024-02-07,10737414
2024-02-08,9679880
2024-02-09,15104328
2024-02-10,9937187
2024-02-12,19201392
2024-02-13,24212556
2024-02-14,18022508
2024-02-15,9332123
2024-02-16,9387454
2024-02-17,10898921
2024-02-18,1984886
2024-02-19,6508604
2024-02-20,23090806
2024-02-21,19509400
2024-02-24,9328177
2024-02-25,8745381
2024-02-26,9152741
2024-02-27,17647336
2024-02-28,29451428
2024-02-29,1231464
2024-03-01,1525392
2024-03-02,8967039
2024-03-03,6749098
2024-03-04,15600994
2024-03-05,12685319
2024-03-06,10964159
2024-03-07,13671345
2024-03-09,31533923
2024-03-10,18239907
2024-03-11,14217809
2024-03-12,25949207
2024-03-13,8823719
2024-03-14,15576550
2024-03-16,4032066
2024-03-17,10222266
2024-03-18,17758969
2024-03-19,10717279
2024-03-20,9924127
2024-03-22,8178847
2024-03-24,3705942
2024-03-25,19709608
2024-03-26,5057629
2024-03-28,7194079
2024-04-02,17538277
2024-04-03,25137658
2024-04-05,4456193
2024-04-07,3570013
2024-04-08,27633719
2024-04-09,11146479
2024-04-10,7509052
2024-04-12,18452025
2024-04-13,9512424
2024-04-14,8514921
2024-04-15,22755503
2024-04-16,13104790
